FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8196837,8196837,POINT (16.345314075089895 48.17012888973411),Gesundheitszentrum Süd,Gesundheitszentrum Süd,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gesundheitszentrum%20Süd&start=1,
OEFFHALTESTOGD.8196838,8196838,POINT (16.34545777390766 48.16968549168851),Gesundheitszentrum Süd,Gesundheitszentrum Süd,"15A, N62",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gesundheitszentrum%20Süd&start=1,
OEFFHALTESTOGD.8196839,8196839,POINT (16.34545777390766 48.16968549168851),Gesundheitszentrum Süd,Gesundheitszentrum Süd,N62,,10,https://anachb.vor.at?P=SQ&input=Wien%20Gesundheitszentrum%20Süd&start=1,
OEFFHALTESTOGD.8196840,8196840,POINT (16.34545777390766 48.16968549168851),Gesundheitszentrum Süd,Gesundheitszentrum Süd,N62,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gesundheitszentrum%20Süd&start=1,
OEFFHALTESTOGD.8196841,8196841,POINT (16.29214307879693 48.20144037353672),Ameisbachzeile,Ameisbachzeile,51A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ameisbachzeile&start=1,
OEFFHALTESTOGD.8196842,8196842,POINT (16.292125179047158 48.201200874497054),Ameisbachzeile,Ameisbachzeile,51A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ameisbachzeile&start=1,
OEFFHALTESTOGD.8196843,8196843,POINT (16.299509233391422 48.194716201500825),Ameisgasse,Ameisgasse,51A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ameisgasse&start=1,
OEFFHALTESTOGD.8196844,8196844,POINT (16.299060034246374 48.193931705178734),Ameisgasse,Ameisgasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Ameisgasse&start=1,
OEFFHALTESTOGD.8196845,8196845,POINT (16.29966193192017 48.19438680298412),Ameisgasse,Ameisgasse,51A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ameisgasse&start=1,
OEFFHALTESTOGD.8196846,8196846,POINT (16.299913430104272 48.19383590495693),Ameisgasse,Ameisgasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Ameisgasse&start=1,
OEFFHALTESTOGD.8196847,8196847,POINT (16.34985959226438 48.19850045178608),Neubaugasse,Neubaugasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196848,8196848,POINT (16.34985959226438 48.19850045178608),Neubaugasse,Neubaugasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196849,8196849,POINT (16.35039858945835 48.19800355326025),Neubaugasse,Neubaugasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196850,8196850,POINT (16.35039858945835 48.19800355326025),Neubaugasse,Neubaugasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196851,8196851,POINT (16.35079378777381 48.19808135283824),Neubaugasse (Schadekgasse),Neubaugasse (Schadekgasse),14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196852,8196852,POINT (16.349976392102306 48.19850645144624),Neubaugasse,Neubaugasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196853,8196853,POINT (16.349976392102306 48.19850645144624),Neubaugasse,Neubaugasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Neubaugasse&start=1,
OEFFHALTESTOGD.8196854,8196854,POINT (16.260504656860082 48.21847161208135),Ammerweg,Ammerweg,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ammerweg&start=1,
OEFFHALTESTOGD.8196855,8196855,POINT (16.46929005231959 48.23025532639177),Amongasse,Amongasse,95B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Amongasse&start=1,
OEFFHALTESTOGD.8196856,8196856,POINT (16.46946975247059 48.23032122571855),Amongasse,Amongasse,95B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Amongasse&start=1,
OEFFHALTESTOGD.8196857,8196857,POINT (16.298512058248022 48.13713767638686),An den Steinfeldern,An den Steinfeldern,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20Steinfeldern&start=1,
OEFFHALTESTOGD.8196858,8196858,POINT (16.298323359352786 48.13758127421109),An den Steinfeldern,An den Steinfeldern,61A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20Steinfeldern&start=1,
OEFFHALTESTOGD.8196859,8196859,POINT (16.29907795493803 48.137287575613705),An den Steinfeldern,An den Steinfeldern,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20Steinfeldern&start=1,
OEFFHALTESTOGD.8196860,8196860,POINT (16.297991060415708 48.137047777184655),An den Steinfeldern,An den Steinfeldern,61A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20Steinfeldern&start=1,
OEFFHALTESTOGD.8196861,8196861,POINT (16.4899871466155 48.22663493059295),An den alten Schanzen,An den alten Schanzen,97A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196862,8196862,POINT (16.490265644386824 48.22636563158629),An den alten Schanzen,An den alten Schanzen,"97A, 84A, N84",,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196863,8196863,POINT (16.490265644386824 48.22636563158629),An den alten Schanzen,An den alten Schanzen,N84,,10,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196864,8196864,POINT (16.490265644386824 48.22636563158629),An den alten Schanzen,An den alten Schanzen,N84,,11,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196865,8196865,POINT (16.490265644386824 48.22636563158629),An den alten Schanzen,An den alten Schanzen,N84,,13,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196866,8196866,POINT (16.490265644386824 48.22636563158629),An den alten Schanzen,An den alten Schanzen,N84,,12,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196867,8196867,POINT (16.48850495326004 48.22658703214723),An den alten Schanzen,An den alten Schanzen,N84,,11,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196868,8196868,POINT (16.48850495326004 48.22658703214723),An den alten Schanzen,An den alten Schanzen,N84,,10,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196869,8196869,POINT (16.48850495326004 48.22658703214723),An den alten Schanzen,An den alten Schanzen,N84,,13,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196870,8196870,POINT (16.48850495326004 48.22658703214723),An den alten Schanzen,An den alten Schanzen,N84,,12,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20alten%20Schanzen&start=1,
OEFFHALTESTOGD.8196871,8196871,POINT (16.34197250610075 48.25243329954449),An den langen Lüssen,An den langen Lüssen,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20langen%20Lüssen&start=1,
OEFFHALTESTOGD.8196872,8196872,POINT (16.34197250610075 48.25243329954449),An den langen Lüssen,An den langen Lüssen,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20langen%20Lüssen&start=1,
OEFFHALTESTOGD.8196873,8196873,POINT (16.34202640761536 48.253091296319205),An den langen Lüssen,An den langen Lüssen,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20langen%20Lüssen&start=1,
OEFFHALTESTOGD.8196874,8196874,POINT (16.34202640761536 48.253091296319205),An den langen Lüssen,An den langen Lüssen,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20langen%20Lüssen&start=1,
OEFFHALTESTOGD.8196875,8196875,POINT (16.34196350692154 48.25297159682547),An den langen Lüssen,An den langen Lüssen,38,,1,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20langen%20Lüssen&start=1,
OEFFHALTESTOGD.8196876,8196876,POINT (16.341855706321958 48.25245719928885),An den langen Lüssen,An den langen Lüssen,38,,1,https://anachb.vor.at?P=SQ&input=Wien%20An%20den%20langen%20Lüssen&start=1,
OEFFHALTESTOGD.8196877,8196877,POINT (16.480159567541293 48.20693043090044),An der Bien,An der Bien,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Bien&start=1,
OEFFHALTESTOGD.8196878,8196878,POINT (16.269864991937663 48.20411067508442),An der Niederhaid,An der Niederhaid,47A,,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Niederhaid&start=1,
OEFFHALTESTOGD.8196879,8196879,POINT (16.29181070062357 48.21562850624346),Liebhartstal,Liebhartstal,45A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Liebhartstal&start=1,
OEFFHALTESTOGD.8196880,8196880,POINT (16.264816487910057 48.18430767281141),Angermayergasse,Angermayergasse,54A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Angermayergasse&start=1,
OEFFHALTESTOGD.8196881,8196881,POINT (16.264915287586593 48.184259772274025),Angermayergasse,Angermayergasse,54B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Angermayergasse&start=1,
OEFFHALTESTOGD.8196882,8196882,POINT (16.322721614154673 48.19030270740841),Anschützgasse,Anschützgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196883,8196883,POINT (16.322721614154673 48.19030270740841),Anschützgasse,Anschützgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196884,8196884,POINT (16.323359411169715 48.190446406478664),Anschützgasse,Anschützgasse,"52, 60, 18, 49, 9",,1,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196885,8196885,POINT (16.322694614195466 48.190218808460656),Anschützgasse,Anschützgasse,"52, 60",,1,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196886,8196886,POINT (16.322667713890834 48.19058410662469),Anschützgasse,Anschützgasse,"60, 18, 49, 9",,1,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196887,8196887,POINT (16.322559914718944 48.19014100869815),Anschützgasse (Schwendergasse),Anschützgasse (Schwendergasse),57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196888,8196888,POINT (16.32311681162577 48.19045240668328),Anschützgasse,Anschützgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196889,8196889,POINT (16.32311681162577 48.19045240668328),Anschützgasse,Anschützgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.8196890,8196890,POINT (16.260441757638016 48.21854351153396),Ammerweg,Ammerweg,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ammerweg&start=1,
OEFFHALTESTOGD.8196891,8196891,POINT (16.387337208167693 48.26951928983017),Anton-Bosch-Gasse,Anton-Bosch-Gasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Bosch-Gasse&start=1,
OEFFHALTESTOGD.8196892,8196892,POINT (16.3872923081427 48.269447590025216),Anton-Bosch-Gasse,Anton-Bosch-Gasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Bosch-Gasse&start=1,
OEFFHALTESTOGD.8196893,8196893,POINT (16.39005466491102 48.296359740635594),Anton-Böck-Gasse,Anton-Böck-Gasse,"850, 32A, 510",,3,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Böck-Gasse&start=1,
OEFFHALTESTOGD.8196894,8196894,POINT (16.390014232375055 48.29635975961496),Anton-Böck-Gasse,Anton-Böck-Gasse,"850, 32A, 510",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Böck-Gasse&start=1,
OEFFHALTESTOGD.8196895,8196895,POINT (16.27043080288396 48.142616768369045),Anton-Krieger-Gasse,Anton-Krieger-Gasse,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Krieger-Gasse&start=1,
OEFFHALTESTOGD.8196896,8196896,POINT (16.270323004133154 48.143030366203554),Anton-Krieger-Gasse,Anton-Krieger-Gasse,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Krieger-Gasse&start=1,
OEFFHALTESTOGD.8196897,8196897,POINT (16.441280719672964 48.25185904010417),Doningasse,Doningasse,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.8196898,8196898,POINT (16.441280719672964 48.25185904010417),Doningasse,Doningasse,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.8196899,8196899,POINT (16.441092121132495 48.25178724068516),Doningasse,Doningasse,"N25, 25A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.8196900,8196900,POINT (16.441092121132495 48.25178724068516),Doningasse,Doningasse,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.8196901,8196901,POINT (16.441092121132495 48.25178724068516),Doningasse,Doningasse,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Doningasse&start=1,
OEFFHALTESTOGD.8196902,8196902,POINT (16.386340106155647 48.26496281195723),Anton-Störck-Gasse,Anton-Störck-Gasse,"36B, 36A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Störck-Gasse&start=1,
OEFFHALTESTOGD.8196903,8196903,POINT (16.329944028740094 48.225839033420776),Antonigasse,Antonigasse,42,,1,https://anachb.vor.at?P=SQ&input=Wien%20Antonigasse&start=1,
OEFFHALTESTOGD.8196904,8196904,POINT (16.223821998725935 48.21398249590182),Anzengruberstraße,Anzengruberstraße,"450, 50B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Anzengruberstraße&start=1,
OEFFHALTESTOGD.8196905,8196905,POINT (16.22378163114479 48.21398245648995),Anzengruberstraße,Anzengruberstraße,"450, 50B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Anzengruberstraße&start=1,
OEFFHALTESTOGD.8196906,8196906,POINT (16.398287558213067 48.20040451228065),Apostelgasse,Apostelgasse,N75,,11,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.8196907,8196907,POINT (16.398287558213067 48.20040451228065),Apostelgasse,Apostelgasse,N75,,10,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.8196908,8196908,POINT (16.398224658227228 48.20036261286901),Apostelgasse,Apostelgasse,"77A, N75",,2,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.8196909,8196909,POINT (16.398224658227228 48.20036261286901),Apostelgasse,Apostelgasse,N75,,10,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.8196910,8196910,POINT (16.398224658227228 48.20036261286901),Apostelgasse,Apostelgasse,N75,,11,https://anachb.vor.at?P=SQ&input=Wien%20Apostelgasse&start=1,
OEFFHALTESTOGD.8196911,8196911,POINT (16.272420485266736 48.13373253131356),Aquäduktgasse,Aquäduktgasse,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktgasse&start=1,
OEFFHALTESTOGD.8196912,8196912,POINT (16.27181858897366 48.13371453186457),Aquäduktgasse,Aquäduktgasse,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktgasse&start=1,
OEFFHALTESTOGD.8196913,8196913,POINT (16.345610493120763 48.184068122793555),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196914,8196914,POINT (16.345601593141286 48.1836189250194),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196915,8196915,POINT (16.345601593141286 48.1836189250194),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196916,8196916,POINT (16.345763293045987 48.183942323687404),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196917,8196917,POINT (16.34642798963116 48.183828523927176),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196918,8196918,POINT (16.34642798963116 48.183828523927176),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196919,8196919,POINT (16.345583593762893 48.18439152192664),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,"6, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196920,8196920,POINT (16.34570939352509 48.18445142152411),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,"6, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.8196921,8196921,POINT (16.414142740948144 48.243280897821464),ArbeiterInnenstrand,ArbeiterInnenstrand,"20A, 20B",,2,https://anachb.vor.at?P=SQ&input=Wien%20ArbeiterInnenstrand&start=1,
OEFFHALTESTOGD.8196922,8196922,POINT (16.414070941242095 48.243203098494895),ArbeiterInnenstrand,ArbeiterInnenstrand,"20A, 20B",,2,https://anachb.vor.at?P=SQ&input=Wien%20ArbeiterInnenstrand&start=1,
OEFFHALTESTOGD.8196923,8196923,POINT (16.376907747056993 48.18858388250906),Argentinierstraße,Argentinierstraße,13A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Argentinierstraße&start=1,
OEFFHALTESTOGD.8196924,8196924,POINT (16.35542914320375 48.2539465836983),Armbrustergasse,Armbrustergasse,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Armbrustergasse&start=1,
OEFFHALTESTOGD.8196925,8196925,POINT (16.35562684113198 48.25387478343107),Armbrustergasse,Armbrustergasse,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Armbrustergasse&start=1,
OEFFHALTESTOGD.8196926,8196926,POINT (16.36150156577895 48.148208984480476),Oberlaaer Straße,Oberlaaer Straße,"66A, N66, 17A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196927,8196927,POINT (16.36150156577895 48.148208984480476),Oberlaaer Straße,Oberlaaer Straße,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196928,8196928,POINT (16.36150156577895 48.148208984480476),Oberlaaer Straße,Oberlaaer Straße,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196929,8196929,POINT (16.36105246769705 48.147771486621075),Oberlaaer Straße,Oberlaaer Straße,"66A, N66, 17A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196930,8196930,POINT (16.36105246769705 48.147771486621075),Oberlaaer Straße,Oberlaaer Straße,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196931,8196931,POINT (16.36105246769705 48.147771486621075),Oberlaaer Straße,Oberlaaer Straße,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196932,8196932,POINT (16.362193261765814 48.14766958639177),Oberlaaer Straße,Oberlaaer Straße,"67A, N67, 67B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196933,8196933,POINT (16.362193261765814 48.14766958639177),Oberlaaer Straße,Oberlaaer Straße,N67,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196934,8196934,POINT (16.362193261765814 48.14766958639177),Oberlaaer Straße,Oberlaaer Straße,N67,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196935,8196935,POINT (16.362139361770705 48.147819386079256),Oberlaaer Straße,Oberlaaer Straße,N67,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196936,8196936,POINT (16.362139361770705 48.147819386079256),Oberlaaer Straße,Oberlaaer Straße,N67,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaaer%20Straße&start=1,
OEFFHALTESTOGD.8196937,8196937,POINT (16.344963874960197 48.240510953913244),Obersteinergasse,Obersteinergasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Obersteinergasse&start=1,
OEFFHALTESTOGD.8196938,8196938,POINT (16.344963874960197 48.240510953913244),Obersteinergasse,Obersteinergasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Obersteinergasse&start=1,
OEFFHALTESTOGD.8196939,8196939,POINT (16.344963874960197 48.240510953913244),Obersteinergasse,Obersteinergasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Obersteinergasse&start=1,
OEFFHALTESTOGD.8196940,8196940,POINT (16.344963874960197 48.240510953913244),Obersteinergasse,Obersteinergasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Obersteinergasse&start=1,
OEFFHALTESTOGD.8196941,8196941,POINT (16.344963874960197 48.240510953913244),Obersteinergasse,Obersteinergasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Obersteinergasse&start=1,
OEFFHALTESTOGD.8196942,8196942,POINT (16.29045431700347 48.22296647230006),Oberwiedenstraße,Oberwiedenstraße,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberwiedenstraße&start=1,
OEFFHALTESTOGD.8196943,8196943,POINT (16.415112898499267 48.215987527310624),Sturgasse,Sturgasse,N81,,13,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196944,8196944,POINT (16.415112898499267 48.215987527310624),Sturgasse,Sturgasse,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196945,8196945,POINT (16.414960198559715 48.21607732734885),Sturgasse,Sturgasse,11A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196946,8196946,POINT (16.414205603466765 48.21646642574489),Sturgasse,Sturgasse,"N81, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196947,8196947,POINT (16.414205603466765 48.21646642574489),Sturgasse,Sturgasse,N81,,10,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196948,8196948,POINT (16.414205603466765 48.21646642574489),Sturgasse,Sturgasse,N81,,11,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196949,8196949,POINT (16.414205603466765 48.21646642574489),Sturgasse,Sturgasse,N81,,13,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196950,8196950,POINT (16.414205603466765 48.21646642574489),Sturgasse,Sturgasse,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Sturgasse&start=1,
OEFFHALTESTOGD.8196951,8196951,POINT (16.370080599301314 48.20232652061033),Oper/Karlsplatz U,Oper/Karlsplatz U,"1, D, 71, 2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196952,8196952,POINT (16.36867920568397 48.20242832144653),Oper/Karlsplatz U,Oper/Karlsplatz U,"1, D, 71, 2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196953,8196953,POINT (16.369011603767376 48.202320521534375),Oper/Karlsplatz U,Oper/Karlsplatz U,"N46, N62",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196954,8196954,POINT (16.369011603767376 48.202320521534375),Oper/Karlsplatz U,Oper/Karlsplatz U,"N46, N62",,10,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196955,8196955,POINT (16.369011603767376 48.202320521534375),Oper/Karlsplatz U,Oper/Karlsplatz U,"N46, N62",,11,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196956,8196956,POINT (16.36920020375706 48.2024342212232),Oper/Karlsplatz U,Oper/Karlsplatz U,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196957,8196957,POINT (16.36920020375706 48.2024342212232),Oper/Karlsplatz U,Oper/Karlsplatz U,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196958,8196958,POINT (16.370143398687947 48.2023025207744),Oper/Karlsplatz U,Oper/Karlsplatz U,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196959,8196959,POINT (16.370143398687947 48.2023025207744),Oper/Karlsplatz U,Oper/Karlsplatz U,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Oper/Karlsplatz%20U&start=1,
OEFFHALTESTOGD.8196292,8196292,POINT (16.47084402158725 48.140368753759056),Schwechat Sommerbad (Brauhausstr.),Schwechat Sommerbad (Brauhausstr.),"217, 266, 171",,2,https://anachb.vor.at?P=SQ&input=Schwechat%20Sommerbad&start=1,
OEFFHALTESTOGD.8196293,8196293,POINT (16.57091135776598 48.19384765463165),Neu-Oberhausen Zellergasse,Neu-Oberhausen Zellergasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Zellergasse&start=1,
OEFFHALTESTOGD.8196294,8196294,POINT (16.57102815713424 48.193943454416484),Neu-Oberhausen Zellergasse,Neu-Oberhausen Zellergasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Zellergasse&start=1,
OEFFHALTESTOGD.8196295,8196295,POINT (16.573013354447532 48.19685963870726),Neu-Oberhausen Mozartgasse,Neu-Oberhausen Mozartgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Mozartgasse&start=1,
