FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8202062,8202062,POINT (16.26012724856204 48.13918189079295),Rodauner Straße,Rodauner Straße,"N60, N61",,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202063,8202063,POINT (16.26012724856204 48.13918189079295),Rodauner Straße,Rodauner Straße,"N60, N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202064,8202064,POINT (16.26012724856204 48.13918189079295),Rodauner Straße,Rodauner Straße,"N60, N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202065,8202065,POINT (16.260288947390837 48.13876229248811),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202066,8202066,POINT (16.260288947390837 48.13876229248811),Rodauner Straße,Rodauner Straße,"N60, N61",,10,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202067,8202067,POINT (16.260288947390837 48.13876229248811),Rodauner Straße,Rodauner Straße,"N60, N61",,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202068,8202068,POINT (16.260288947390837 48.13876229248811),Rodauner Straße,Rodauner Straße,"N60, N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202069,8202069,POINT (16.260288947390837 48.13876229248811),Rodauner Straße,Rodauner Straße,"N60, N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202070,8202070,POINT (16.26107485177337 48.1385825194315),Rodauner Straße,Rodauner Straße,250,,3,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202071,8202071,POINT (16.26055375309805 48.1384026210254),Rodauner Straße,Rodauner Straße,250,,3,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.8202072,8202072,POINT (16.333914628966372 48.24079815941684),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202073,8202073,POINT (16.333914628966372 48.24079815941684),Rodlergasse,Rodlergasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202074,8202074,POINT (16.333914628966372 48.24079815941684),Rodlergasse,Rodlergasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202075,8202075,POINT (16.333914628966372 48.24079815941684),Rodlergasse,Rodlergasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202076,8202076,POINT (16.333914628966372 48.24079815941684),Rodlergasse,Rodlergasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202077,8202077,POINT (16.33435482698549 48.24072636023606),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202078,8202078,POINT (16.33435482698549 48.24072636023606),Rodlergasse,Rodlergasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202079,8202079,POINT (16.33435482698549 48.24072636023606),Rodlergasse,Rodlergasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202080,8202080,POINT (16.33435482698549 48.24072636023606),Rodlergasse,Rodlergasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202081,8202081,POINT (16.33435482698549 48.24072636023606),Rodlergasse,Rodlergasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202082,8202082,POINT (16.334049331659973 48.24250325195593),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202083,8202083,POINT (16.334049331659973 48.24250325195593),Rodlergasse,Rodlergasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202084,8202084,POINT (16.334049331659973 48.24250325195593),Rodlergasse,Rodlergasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202085,8202085,POINT (16.334049331659973 48.24250325195593),Rodlergasse,Rodlergasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202086,8202086,POINT (16.334049331659973 48.24250325195593),Rodlergasse,Rodlergasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.8202087,8202087,POINT (16.272775454359433 48.18767365132423),Rohrbacherstraße,Rohrbacherstraße,"54B, 53A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.8202088,8202088,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,"N54, 54A, 53A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.8202089,8202089,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.8202090,8202090,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.8202091,8202091,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.8202092,8202092,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.8202093,8202093,POINT (16.294905459600074 48.26390438818664),Sieveringer Str./Rohrerwiese,Sieveringer Str./Rohrerwiese,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Sieveringer%20Str./Rohrerwiese&start=1,
OEFFHALTESTOGD.8202094,8202094,POINT (16.29492345955342 48.26400008739711),Sieveringer Str./Rohrerwiese,Sieveringer Str./Rohrerwiese,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Sieveringer%20Str./Rohrerwiese&start=1,
OEFFHALTESTOGD.8202095,8202095,POINT (16.429413966002233 48.17151273100655),Rohrhofergasse,Rohrhofergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrhofergasse&start=1,
OEFFHALTESTOGD.8202096,8202096,POINT (16.42930616642472 48.171476731351206),Rohrhofergasse,Rohrhofergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrhofergasse&start=1,
OEFFHALTESTOGD.8202097,8202097,POINT (16.348453752361223 48.24288013613837),Silbergasse,Silbergasse,"39A, 415, N38",,3,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202098,8202098,POINT (16.348413361972746 48.24288014048831),Silbergasse,Silbergasse,"39A, 415, N38",,2,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202099,8202099,POINT (16.348413361972746 48.24288014048831),Silbergasse,Silbergasse,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202100,8202100,POINT (16.348413361972746 48.24288014048831),Silbergasse,Silbergasse,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202101,8202101,POINT (16.349006258741852 48.24310743933088),Silbergasse,Silbergasse,"39A, 10A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202102,8202102,POINT (16.348157253568022 48.242910036598296),Silbergasse,Silbergasse,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202103,8202103,POINT (16.348278561967934 48.242898040425395),Silbergasse,Silbergasse,38,,1,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202104,8202104,POINT (16.348817560247515 48.24314333939852),Silbergasse,Silbergasse,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202105,8202105,POINT (16.347937264339347 48.24288614144277),Silbergasse,Silbergasse,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202106,8202106,POINT (16.347937264339347 48.24288614144277),Silbergasse,Silbergasse,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20Silbergasse&start=1,
OEFFHALTESTOGD.8202107,8202107,POINT (16.464295532217974 48.26972854064192),Percostraße,Percostraße,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Percostraße&start=1,
OEFFHALTESTOGD.8202108,8202108,POINT (16.464214632464692 48.269800240951135),Percostraße,Percostraße,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Percostraße&start=1,
OEFFHALTESTOGD.8202109,8202109,POINT (16.276359697262826 48.159553683812156),Sillerplatz,Sillerplatz,60,,1,https://anachb.vor.at?P=SQ&input=Wien%20Sillerplatz&start=1,
OEFFHALTESTOGD.8202799,8202799,POINT (16.31653224696475 48.19267409975113),Linzer Straße/Johnstraße,Linzer Straße/Johnstraße,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20Straße/Johnstraße&start=1,
OEFFHALTESTOGD.8202800,8202800,POINT (16.314762555761117 48.19272800116152),Linzer Straße/Johnstraße,Linzer Straße/Johnstraße,"52, 49, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20Straße/Johnstraße&start=1,
OEFFHALTESTOGD.8202801,8202801,POINT (16.315975248858926 48.19181180484207),Linzer Straße/Johnstraße,Linzer Straße/Johnstraße,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20Straße/Johnstraße&start=1,
OEFFHALTESTOGD.8202802,8202802,POINT (16.31478055595036 48.192793900378526),Linzer Straße/Johnstraße,Linzer Straße/Johnstraße,"52, 60, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20Straße/Johnstraße&start=1,
OEFFHALTESTOGD.8202803,8202803,POINT (16.482877088340107 48.28654569776292),Schattenfrohgasse,Schattenfrohgasse,"25B, 511",,3,https://anachb.vor.at?P=SQ&input=Wien%20Schattenfrohgasse&start=1,
OEFFHALTESTOGD.8202804,8202804,POINT (16.482553690299387 48.28663539775939),Schattenfrohgasse,Schattenfrohgasse,"25B, 511",,3,https://anachb.vor.at?P=SQ&input=Wien%20Schattenfrohgasse&start=1,
OEFFHALTESTOGD.8202805,8202805,POINT (16.329692455623253 48.17309438557363),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz","N8, 62A, N62",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202806,8202806,POINT (16.329692455623253 48.17309438557363),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz","N8, N62",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202807,8202807,POINT (16.329692455623253 48.17309438557363),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz","N8, N62",,11,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202808,8202808,POINT (16.33163284536919 48.172692986285305),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz",7B,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202809,8202809,POINT (16.32973735673797 48.173579582800194),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz","62A, 7A, N62",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202810,8202810,POINT (16.32973735673797 48.173579582800194),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz",N62,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202811,8202811,POINT (16.32973735673797 48.173579582800194),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz",N62,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202812,8202812,POINT (16.331974144136034 48.17261508602883),"Meidling S+U, Schedifkaplatz","Meidling S+U, Schedifkaplatz",15A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling%20S+U,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.8202813,8202813,POINT (16.418176109213753 48.1627173796214),Schemmerlstraße/Hasenleitengasse,Schemmerlstraße/Hasenleitengasse,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Schemmerlstraße/Hasenleitengasse&start=1,
OEFFHALTESTOGD.8202814,8202814,POINT (16.454692492774424 48.207900241362374),Zillbauerplatz,Zillbauerplatz,"96A, 93A, N91",,2,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202815,8202815,POINT (16.454692492774424 48.207900241362374),Zillbauerplatz,Zillbauerplatz,N91,,10,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202816,8202816,POINT (16.454692492774424 48.207900241362374),Zillbauerplatz,Zillbauerplatz,N91,,11,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202817,8202817,POINT (16.454692492774424 48.207900241362374),Zillbauerplatz,Zillbauerplatz,N91,,13,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202818,8202818,POINT (16.454692492774424 48.207900241362374),Zillbauerplatz,Zillbauerplatz,N91,,12,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202819,8202819,POINT (16.454782293532578 48.208385139104124),Zillbauerplatz,Zillbauerplatz,"96A, 93A, N91",,2,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202820,8202820,POINT (16.454782293532578 48.208385139104124),Zillbauerplatz,Zillbauerplatz,N91,,10,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202821,8202821,POINT (16.454782293532578 48.208385139104124),Zillbauerplatz,Zillbauerplatz,N91,,11,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202822,8202822,POINT (16.454782293532578 48.208385139104124),Zillbauerplatz,Zillbauerplatz,N91,,13,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
OEFFHALTESTOGD.8202823,8202823,POINT (16.454782293532578 48.208385139104124),Zillbauerplatz,Zillbauerplatz,N91,,12,https://anachb.vor.at?P=SQ&input=Wien%20Zillbauerplatz&start=1,
